"RTL_STORE_CD","RTL_FIPS_COUNTY_CD","STATE_CD","RTL_FIPS_COUNTY_DSC","CUSTCOL_57","RTL_CITY_DSC","RTL_PREMISE_TYPE_CD","RTL_PREMISE_TYPE_DSC","RTL_CHANNEL_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_CD","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG","WJXBFS1"
"100314837","005","UT","CACHE","49005","RICHMOND","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",80.9166
"100140183","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",586.5
"101432217","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",21
"200931753","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",127.25
"205606363","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"107180478","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",49.6388
"101619325","057","UT","WEBER","49057","HUNTSVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",42
"101596615","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",36.75
"102045792","003","UT","BOX ELDER","49003","BRIGHAM CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",28
"107369143","049","UT","UTAH","49049","SPANISH FORK","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",421.9166
"101917064","035","UT","SALT LAKE","49035","MAGNA","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",183.1667
"200925189","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",63
"105600821","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",29.5556
"100516157","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",88.5
"205625034","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",113.4444
"100685650","043","UT","SUMMIT","49043","KAMAS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",302.6666
"103376048","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",23
"101840009","011","UT","DAVIS","49011","HILL AFB","ON","ON PREMISE","57","MILITARY ON-PREMISE","5","MILITARY RECREATION","Y","Y",9
"100756939","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",150.5
"100983941","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",70
"100301224","047","UT","UINTAH","49047","VERNAL","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",32
"301879260","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",9
"103869819","001","UT","BEAVER","49001","BEAVER","ON","ON PREMISE","52","LODGING","3","RESORT/CONVENTION","Y","Y",-1
"107495819","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","M","OTHER ON-PREMISE","N","N",5
"107519221","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",12.3332
"205619518","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",17.75
"200656556","053","UT","WASHINGTON","49053","HURRICANE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",64
"205617228","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",25
"107338082","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",33
"201953120","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",18
"205627511","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",8
"107431064","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",27.0275
"107535260","025","UT","KANE","49025","HATCH","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",2
"202146995","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"100330297","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",127
"101916462","001","UT","BEAVER","49001","BEAVER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",3
"100111725","045","UT","TOOELE","49045","GRANTSVILLE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",65.75
"101676349","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",2
"103617307","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7
"105544203","049","UT","UTAH","49049","OREM","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13.4998
"100756942","011","UT","DAVIS","49011","WOODS CROSS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",43.75
"102244696","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",48.75
"105610133","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",10
"101690135","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","52","LODGING","3","RESORT/CONVENTION","Y","Y",35
"101675237","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","9","OTHER ENTERTAINMENT","Y","N",127
"202066900","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",8
"107472991","035","UT","SALT LAKE","49035","MAGNA","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",1
"105628539","007","UT","CARBON","49007","HELPER","ON","ON PREMISE","53","RECREATION","3","BILLIARD/BOWLING/ARCADE","Y","N",2
"205604901","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",11.6667
"105597790","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",4
"100689728","021","UT","IRON","49021","NEWCASTLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",67
"101436006","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",187.5
"101440176","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",111
"105626850","011","UT","DAVIS","49011","NORTH SALT LAKE","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",10
"100111958","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",323.5
"101610732","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",20.0833
"100112270","003","UT","BOX ELDER","49003","BRIGHAM CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",51.5
"100314768","011","UT","DAVIS","49011","BOUNTIFUL","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",80
"105627246","039","UT","SANPETE","49039","MOUNT PLEASANT","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",17
"105611938","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",2
"101530954","023","UT","JUAB","49023","LEVAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",9
"100263313","013","UT","DUCHESNE","49013","ROOSEVELT","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",55
"103756699","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","2","SUPERMARKET-NATURAL/GOURMET FOODS","Y","N",40
"103818670","049","UT","UTAH","49049","OREM","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13
"103491403","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",3
"100944960","011","UT","DAVIS","49011","KAYSVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",64.5
"103621737","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",161.25
"105620328","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",25
"100925197","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",61.0832
"103095258","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",11
"100925207","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",17
"103735750","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",614.0002
"100187781","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",104.25
"100415567","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",466.2502
"105628785","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","53","RECREATION","3","BILLIARD/BOWLING/ARCADE","Y","N",14
"101675022","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",4
"101647123","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",3
"201538494","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1073.8333
"107470324","047","UT","UINTAH","49047","RANDLETT","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",25
"200686610","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",106
"107390158","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",1392.9165
"107486388","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",168.5
"107215552","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","O","OFFICE BUILDING","N","N",140.7778
"200508552","011","UT","DAVIS","49011","LAYTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",99
"107521304","035","UT","SALT LAKE","49035","MAGNA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","N","N",275.25
"203782483","011","UT","DAVIS","49011","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",3
"105616997","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","N",151
"205608022","047","UT","UINTAH","49047","VERNAL","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",4
"101811778","047","UT","UINTAH","49047","VERNAL","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","I","CAR WASH","N","N",3
"207509272","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",17
"101928635","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",20.25
"101949668","037","UT","SAN JUAN","49037","MOAB","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","X","OTHER OFF-PREMISE","N","N",3
"202109571","053","UT","WASHINGTON","49053","SPRINGDALE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",80.75
"107425965","043","UT","SUMMIT","49043","KAMAS","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",2
"102589827","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",11.5
"105525221","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"102272839","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"200756957","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",40
"100997798","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1240.4167
"200685675","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",382.7501
"100329510","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",43
"101610029","007","UT","CARBON","49007","PRICE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",50
"101676740","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",53
"100209990","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",13.8333
"105603548","049","UT","UTAH","49049","OREM","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7
"100690780","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",127.3333
"100403109","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",528.0002
"100170973","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",108.75
"102914913","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","55","CATERER","2","FOOD SERVICE","Y","Y",76
"107291001","027","UT","MILLARD","49027","DELTA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",219.1665
"301937638","037","UT","SAN JUAN","49037","MONTEZUMA CREEK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",18
"103794842","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",10
"301434403","035","UT","SALT LAKE","49035","MAGNA","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",148.25
"201623167","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",372.5
"200112369","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",673.6667
"107516957","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",82.5833
"105624233","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",56.5
"200652586","011","UT","DAVIS","49011","CENTERVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",50.9999
"301441889","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",81
"207065219","049","UT","UTAH","49049","AMERICAN FORK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",126.5
"107285297","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",48.4997
"105619541","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",12.8889
"100558754","023","UT","JUAB","49023","WENDOVER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",189.0833
"100112393","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",400.6664
"100391436","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1661.2501
"103687670","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",204.8335
"1002798","011","UT","DAVIS","49011","NORTH SALT LAKE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","N","N",686.8336
"200546558","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",77
"107413023","011","UT","DAVIS","49011","KAYSVILLE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",57.25
"102854409","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","F","MEAT/FISH/FRUIT/BAKERY","N","N",12
"201707825","035","UT","SALT LAKE","49035","HERRIMAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",152.25
"102255741","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",1093.8334
"101981530","027","UT","MILLARD","49027","MORONI","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","H","RESTAURANT NA","N","N",47
"101793074","049","UT","UTAH","49049","PAYSON","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",406.3333
"201647151","045","UT","TOOELE","49045","TOOELE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",10
"100632687","049","UT","UTAH","49049","SPANISH FORK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",192.0001
"100301274","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",91.25
"100390248","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",62.0833
"105600031","057","UT","WEBER","49057","ROY","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",15
"100582761","015","UT","EMERY","49015","HUNTINGTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",62
"103895427","049","UT","UTAH","49049","SPRINGVILLE","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",186.6666
"107439695","025","UT","KANE","49025","KANAB","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",11
"103602904","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",23.75
"107341177","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",3
"107071656","035","UT","SALT LAKE","49035","RIVERTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",10.5833
"101788928","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","55","CATERER","2","FOOD SERVICE","Y","N",50
"200635416","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",37.75
"103187202","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1.5
"100699221","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",45
"101978337","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",193.5834
"105618731","019","UT","GRAND","49019","MOAB","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",19
"100418222","011","UT","DAVIS","49011","BOUNTIFUL","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",564.5002
"101675218","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",14.8889
"101692212","035","UT","SALT LAKE","49035","DRAPER","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",204.1944
"101432238","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","1","GAS STATION/KIOSK","Y","N",63
"103672856","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",6
"103840490","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",6
