"RTL_STORE_CD","RTL_FIPS_COUNTY_CD","STATE_CD","RTL_FIPS_COUNTY_DSC","CUSTCOL_57","RTL_CITY_DSC","RTL_PREMISE_TYPE_CD","RTL_PREMISE_TYPE_DSC","RTL_CHANNEL_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_CD","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG","WJXBFS1"
"200963579","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",543
"202015889","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","Y",10
"301705947","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",189.5001
"103689645","049","UT","UTAH","49049","PROVO","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","N","SPECIAL EVENTS","N","N",208.1668
"107494108","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",570.5002
"203757891","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","1","FINE DINING","Y","Y",7
"107413026","039","UT","SANPETE","49039","MORONI","OFF","OFF PREMISE","07","CONVENIENCE STORE","1","GAS STATION/KIOSK","Y","N",31
"101432147","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",287
"102523574","045","UT","TOOELE","49045","GRANTSVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",183.25
"102264460","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",363.5001
"102291254","031","UT","PIUTE","49031","JUNCTION","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",3
"103749970","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",10
"101672508","037","UT","SAN JUAN","49037","BLUFF","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",6
"100187112","045","UT","TOOELE","49045","TOOELE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",135.0834
"102260763","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","4","POLISHED CASUAL","Y","Y",11
"100685661","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",247
"100344415","049","UT","UTAH","49049","LINDON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",103.3333
"100685690","049","UT","UTAH","49049","PROVO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",54
"101917177","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",770.9167
"100492307","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",29
"101675229","051","UT","WASATCH","49051","HEBER CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",44
"100685667","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",73
"101415043","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",685.6666
"105630109","053","UT","WASHINGTON","49053","WASHINGTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",6
"103531838","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","02","LIQUOR","4","WINE SPECIALTY STORE","Y","Y",95.9998
"101529787","049","UT","UTAH","49049","SPRINGVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",184.2499
"202131584","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",20
"101733911","005","UT","CACHE","49005","LOGAN","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",5
"100688703","049","UT","UTAH","49049","SPRINGVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",24
"200447918","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",499.6667
"100685697","041","UT","SEVIER","49041","SIGURD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",2
"103987184","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",7
"201674996","049","UT","UTAH","49049","PLEASANT GROVE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",27
"101876905","011","UT","DAVIS","49011","CLEARFIELD","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"101879285","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",15
"101435954","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","1","GAS STATION/KIOSK","Y","N",40.5
"100111923","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",675.9166
"200744177","053","UT","WASHINGTON","49053","VEYO","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",11
"200693964","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",143.75
"201851241","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",11
"101804697","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",11
"200267602","003","UT","BOX ELDER","49003","BRIGHAM CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",34
"101771968","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",372.3333
"100634825","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",97.5
"100690783","053","UT","WASHINGTON","49053","ST GEORGE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",288.25
"101689924","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",45
"101949250","051","UT","WASATCH","49051","PARK CITY","ON","ON PREMISE","53","RECREATION","9","OTHER ENTERTAINMENT","Y","N",9
"100416488","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",40
"102714470","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",260.75
"103099905","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","52","LODGING","3","RESORT/CONVENTION","Y","Y",4
"100301320","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",114
"101790146","011","UT","DAVIS","49011","CLEARFIELD","OFF","OFF PREMISE","05","GROCERY","6","SUPERCENTER","Y","N",377.6667
"103724326","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",632.5833
"101673750","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","H","RESTAURANT NA","N","N",18
"101893335","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",14
"103890993","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",546.0833
"101415036","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",238.3333
"205622967","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",12
"103972612","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","4","POLISHED CASUAL","Y","Y",12
"107013908","053","UT","WASHINGTON","49053","SANTA CLARA","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","X","OTHER OFF-PREMISE","N","N",82.5
"107062364","035","UT","SALT LAKE","49035","SOUTH JORDAN","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",35.1665
"102157827","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",15
"102361129","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","59","EXTENDED MASTER ON-PREMISE","M","OTHER ON-PREMISE","N","N",30
"101692239","049","UT","UTAH","49049","PROVO","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",12
"100500369","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",194.7502
"101431191","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",105.25
"200112348","019","UT","GRAND","49019","MOAB","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",224.0001
"100330296","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",227.5001
"100317147","035","UT","SALT LAKE","49035","SANDY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",87.75
"101945327","017","UT","GARFIELD","49017","ANTIMONY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",2
"101692536","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",41.5277
"100500364","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",3
"101687228","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"202026568","025","UT","KANE","49025","MOUNT CARMEL","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",53
"202457529","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",496.3333
"205604880","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",579
"107395565","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","02","LIQUOR","2","CONVENTIONAL LIQUOR","Y","Y",389
"207325114","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",217
"205604765","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",17
"107409932","005","UT","CACHE","49005","HYDE PARK","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",51.0833
"105604750","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",11.1666
"101544266","017","UT","GARFIELD","49017","HATCH","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",6
"101575846","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",363.75
"101672496","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",20.3332
"101689588","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",8
"103572696","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",3
"101692581","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",9
"105600036","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",2
"201690185","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","1","FINE DINING","Y","Y",21
"101689556","009","UT","DAGGETT","49009","DUTCH JOHN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",2
"107474474","017","UT","GARFIELD","49017","TROPIC","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"101975132","035","UT","SALT LAKE","49035","SALT LAKE CITY","NR","NON RETAIL","NR","NON RETAIL","K","CLIENT INTERNAL","N","N",809.7778
"101638270","049","UT","UTAH","49049","OREM","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"100317161","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",1414.9166
"100744122","045","UT","TOOELE","49045","GRANTSVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",58.75
"103744332","049","UT","UTAH","49049","OREM","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",586.4165
"100682583","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",84
"101632993","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",11
"105605680","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",4
"100437533","039","UT","SANPETE","49039","MANTI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",100.5
"101753780","035","UT","SALT LAKE","49035","SOUTH JORDAN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",137.6667
"102554222","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","Y",18
"101937711","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",39
"105601742","049","UT","UTAH","49049","PROVO","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","Y",6
"205528188","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",5
"105620258","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",27
"201690138","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",8
"102052525","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","Y",70
"201568368","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",346.3335
"103990729","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",138.9167
"201916781","043","UT","SUMMIT","49043","KAMAS","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",10
"205606412","011","UT","DAVIS","49011","LAYTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",18.9165
"100317158","005","UT","CACHE","49005","LOGAN","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",228.75
"200274706","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",936.8333
"103622370","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","T","ATHLETIC STORE","N","N",2
"200948914","035","UT","SALT LAKE","49035","MIDVALE","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",418.6667
"201880474","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","MF","MILITARY OFF-PREMISE","8","MILITARY CONVENIENCE STORE","Y","N",122.6666
"200653017","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",210.4165
"205620156","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","8","COUNTRY WESTERN","Y","Y",25
"201789450","035","UT","SALT LAKE","49035","DRAPER","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",88
"205545936","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",13
"103869042","035","UT","SALT LAKE","49035","MIDVALE","OFF","OFF PREMISE","04","CIGARETTE OUTLET","4","CONVENTIONAL CIGARETTE OUTLET","Y","N",51.5
"100490123","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",253.2499
"102162274","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13
"105607848","035","UT","SALT LAKE","49035","WEST VALLEY CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",26
"100394967","039","UT","SANPETE","49039","MOUNT PLEASANT","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",161.5
"100221831","035","UT","SALT LAKE","49035","RIVERTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",119.6667
"103522519","049","UT","UTAH","49049","LEHI","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13
"101617429","035","UT","SALT LAKE","49035","WEST JORDAN","OFF","OFF PREMISE","01","WHOLESALE CLUB","1","CONVENTIONAL CLUB","Y","N",484.5
"205599186","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","6","IRISH PUB","Y","Y",6
"105626807","045","UT","TOOELE","49045","TOOELE","ON","ON PREMISE","51","BAR/NIGHTCLUB","2","CASUAL NIGHTCLUB","Y","Y",12
"101917191","035","UT","SALT LAKE","49035","WEST VALLEY CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","L","ETHNIC MARKETS","N","N",19.1667
"107292762","053","UT","WASHINGTON","49053","ST GEORGE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",14
"107447572","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","53","RECREATION","9","OTHER ENTERTAINMENT","Y","Y",132.7776
"202320257","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","3","SPORTS BAR","Y","Y",17
"107206989","035","UT","SALT LAKE","49035","MIDVALE","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",5
"207346289","057","UT","WEBER","49057","EDEN","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",14
"100620695","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",2.5
"105597168","013","UT","DUCHESNE","49013","ROOSEVELT","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",3
"101689561","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","53","RECREATION","2","GOLF/COUNTRY CLUB","Y","N",3
"100630862","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",109
"101858107","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",22
"107408737","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",52
"100419190","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","01","WHOLESALE CLUB","1","CONVENTIONAL CLUB","Y","N",476.25
"100949803","057","UT","WEBER","49057","OGDEN","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",25
"105628095","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",23
"101699280","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","03","DRUG","3","CONVENTIONAL DRUG","Y","N",64.5
"101792159","043","UT","SUMMIT","49043","PARK CITY","OFF","OFF PREMISE","05","GROCERY","2","SUPERMARKET-NATURAL/GOURMET FOODS","Y","N",94
"100301327","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",75
"100447908","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",150.75
"105627577","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","52","LODGING","1","FULL SERVICE LODGING","Y","Y",5
"101689808","009","UT","DAGGETT","49009","DUTCH JOHN","ON","ON PREMISE","50","DINING","6","FAST CASUAL","Y","N",4
"100447922","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",255.2499
"105603755","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",21
"100251921","025","UT","KANE","49025","KANAB","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",109.5
"105620246","045","UT","TOOELE","49045","TOOELE","ON","ON PREMISE","53","RECREATION","1","PRIVATE CLUB","Y","Y",6
"100545546","005","UT","CACHE","49005","SMITHFIELD","OFF","OFF PREMISE","05","GROCERY","5","SUPERMARKET-CONVENTIONAL","Y","N",53.9165
"100492302","011","UT","DAVIS","49011","CENTERVILLE","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",88.3333
"107190610","049","UT","UTAH","49049","LEHI","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",48.25
"107007739","021","UT","IRON","49021","CEDAR CITY","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","V","TRADING POST","N","N",24
"202007571","043","UT","SUMMIT","49043","PARK CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",49.7777
"201974335","021","UT","IRON","49021","CEDAR CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",40
"101893368","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","51","BAR/NIGHTCLUB","1","NEIGHBORHOOD BAR","Y","Y",25.75
"105607615","001","UT","BEAVER","49001","BEAVER","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",11
"101689783","057","UT","WEBER","49057","OGDEN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",15
"107368185","035","UT","SALT LAKE","49035","RIVERTON","ON","ON PREMISE","53","RECREATION","3","BILLIARD/BOWLING/ARCADE","Y","N",18
"201553694","057","UT","WEBER","49057","ROY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",90.25
"100682570","011","UT","DAVIS","49011","LAYTON","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",65
"100188031","035","UT","SALT LAKE","49035","SALT LAKE CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",329.1666
"101902978","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13
"101856133","005","UT","CACHE","49005","SMITHFIELD","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",8
"101814234","035","UT","SALT LAKE","49035","WEST JORDAN","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",18.0832
"100544699","003","UT","BOX ELDER","49003","BRIGHAM CITY","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",5
"205613924","027","UT","MILLARD","49027","DELTA","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",13
"100112352","007","UT","CARBON","49007","SUNNYSIDE","OFF","OFF PREMISE","05","GROCERY","4","SUPERETTE","Y","N",33
"200685684","037","UT","SAN JUAN","49037","BLANDING","OFF","OFF PREMISE","07","CONVENIENCE STORE","7","CONVENTIONAL CONVENIENCE","Y","N",63
"102365824","035","UT","SALT LAKE","49035","MIDVALE","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",4
"107367840","035","UT","SALT LAKE","49035","SALT LAKE CITY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
"107517461","011","UT","DAVIS","49011","FARMINGTON","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","N",3
"103561526","011","UT","DAVIS","49011","SYRACUSE","OFF","OFF PREMISE","09","EXTENDED MASTER OFF-PREMISE","X","OTHER OFF-PREMISE","N","N",9
"105613164","035","UT","SALT LAKE","49035","SANDY","ON","ON PREMISE","50","DINING","2","CASUAL DINING","Y","Y",1
